DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:27:09.066000,Finished,25.0,0.0,2018,Brazilian Grand Prix
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,5.0,,,,0 days 00:00:01.469000,Finished,18.0,3.0,2018,Brazilian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,4.0,,,,0 days 00:00:04.764000,Finished,15.0,1.0,2018,Brazilian Grand Prix
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,11.0,,,,0 days 00:00:05.193000,Finished,12.0,7.0,2018,Brazilian Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,3.0,,,,0 days 00:00:22.943000,Finished,10.0,-2.0,2018,Brazilian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,6.0,6,2.0,,,,0 days 00:00:26.997000,Finished,8.0,-4.0,2018,Brazilian Grand Prix
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,7.0,7,7.0,,,,0 days 00:00:44.199000,Finished,6.0,0.0,2018,Brazilian Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,8.0,8,8.0,,,,0 days 00:00:51.230000,Finished,4.0,0.0,2018,Brazilian Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,9.0,9,10.0,,,,0 days 00:00:52.857000,Finished,2.0,1.0,2018,Brazilian Grand Prix
11,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,10.0,10,12.0,,,,,+1 Lap,1.0,2.0,2018,Brazilian Grand Prix
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,11.0,11,16.0,,,,,+1 Lap,0.0,5.0,2018,Brazilian Grand Prix
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,12.0,12,15.0,,,,,+1 Lap,0.0,3.0,2018,Brazilian Grand Prix
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,13.0,13,9.0,,,,,+1 Lap,0.0,-4.0,2018,Brazilian Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,14,20.0,,,,,+1 Lap,0.0,6.0,2018,Brazilian Grand Prix
31,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,15.0,15,18.0,,,,,+1 Lap,0.0,3.0,2018,Brazilian Grand Prix
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,16.0,16,14.0,,,,,+2 Laps,0.0,-2.0,2018,Brazilian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,17.0,17,17.0,,,,,+2 Laps,0.0,0.0,2018,Brazilian Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,18.0,18,19.0,,,,,+2 Laps,0.0,1.0,2018,Brazilian Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,19.0,R,13.0,,,,,Overheating,0.0,-6.0,2018,Brazilian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,20.0,R,6.0,,,,,Collision,0.0,-14.0,2018,Brazilian Grand Prix
